top_left_square,top_middle_square,top_right_square,middle_left_square,middle_middle_square,middle_right_square,bottom_left_square,bottom_middle_square,bottom_right_square,class
-1,-1,0,1,1,0,-1,-1,0,positive
-1,-1,0,1,-1,0,1,-1,0,positive
-1,-1,0,1,-1,0,-1,1,0,positive
-1,-1,0,-1,0,1,0,1,-1,positive
-1,-1,0,-1,0,1,0,-1,1,positive
-1,-1,0,-1,0,-1,0,1,1,positive
-1,-1,0,-1,1,0,1,-1,0,positive
-1,-1,0,-1,1,0,-1,1,0,positive
-1,-1,0,-1,-1,0,1,1,0,positive
-1,-1,1,0,0,0,0,1,1,positive
-1,-1,1,0,0,0,1,0,1,positive
-1,-1,1,0,0,0,1,1,0,positive
-1,-1,1,0,0,0,1,-1,-1,positive
-1,-1,1,0,0,0,-1,1,-1,positive
-1,-1,1,0,0,0,-1,-1,1,positive
-1,-1,1,0,1,1,0,0,0,positive
-1,-1,1,1,0,1,0,0,0,positive
-1,-1,1,1,1,0,0,0,0,positive
-1,-1,1,1,-1,-1,0,0,0,positive
-1,-1,1,-1,1,-1,0,0,0,positive
-1,-1,1,-1,-1,1,0,0,0,positive
-1,-1,-1,0,0,0,1,1,-1,positive
-1,-1,-1,0,0,0,1,-1,1,positive
-1,-1,-1,0,0,0,-1,1,1,positive
-1,-1,-1,1,1,-1,0,0,0,positive
-1,-1,-1,1,-1,1,0,0,0,positive
-1,-1,-1,-1,1,1,0,0,0,positive
0,0,1,0,0,1,1,-1,1,negative
0,0,1,0,0,1,-1,1,1,negative
0,0,1,0,0,-1,1,1,1,negative
0,0,1,0,1,0,1,1,-1,negative
0,0,1,0,1,0,1,-1,1,negative
0,0,1,0,1,1,1,0,-1,negative
0,0,1,0,1,1,1,-1,0,negative
0,0,1,0,1,1,-1,0,1,negative
0,0,1,0,1,-1,1,0,1,negative
0,0,1,0,1,-1,1,1,0,negative
0,0,1,0,1,-1,1,-1,-1,negative
0,0,1,0,-1,0,1,1,1,negative
0,0,1,0,-1,1,1,0,1,negative
0,0,1,0,-1,1,-1,-1,1,negative
0,0,1,1,0,1,0,-1,1,negative
0,0,1,1,1,0,1,0,-1,negative
0,0,1,1,1,0,1,-1,0,negative
0,0,1,1,1,1,0,0,-1,negative
0,0,1,1,1,1,0,-1,0,negative
0,0,1,1,1,1,-1,0,0,negative
0,0,1,1,1,-1,1,0,0,negative
0,0,1,1,-1,1,0,0,1,negative
0,0,1,-1,0,0,1,1,1,negative
0,0,1,-1,0,1,0,1,1,negative
0,0,1,-1,0,1,-1,-1,1,negative
0,0,1,-1,1,0,1,0,1,negative
0,0,1,-1,1,0,1,1,0,negative
0,0,1,-1,1,0,1,-1,-1,negative
0,0,1,-1,1,1,0,0,1,negative
0,0,1,-1,1,1,1,0,0,negative
0,0,1,-1,1,-1,1,0,-1,negative
0,0,1,-1,1,-1,1,-1,0,negative
0,0,1,-1,-1,1,0,-1,1,negative
0,0,1,-1,-1,1,-1,0,1,negative
0,0,-1,0,0,1,1,1,1,negative
0,0,-1,0,1,0,1,1,1,negative
0,0,-1,0,-1,-1,1,1,1,negative
0,0,-1,1,0,0,1,1,1,negative
0,0,-1,1,1,1,0,0,1,negative
0,0,-1,1,1,1,0,1,0,negative
0,0,-1,1,1,1,0,-1,-1,negative
0,0,-1,1,1,1,1,0,0,negative
0,0,-1,1,1,1,-1,0,-1,negative
0,0,-1,1,1,1,-1,-1,0,negative
0,0,-1,-1,0,-1,1,1,1,negative
0,0,-1,-1,-1,0,1,1,1,negative
0,1,0,0,0,-1,1,1,1,negative
0,1,0,0,1,0,1,1,-1,negative
0,1,0,0,1,0,-1,1,1,negative
0,1,0,0,1,1,-1,1,0,negative
0,1,0,0,1,-1,1,1,0,negative
0,1,0,0,1,-1,-1,1,-1,negative
0,1,0,0,-1,0,1,1,1,negative
0,1,0,1,1,0,0,1,-1,negative
0,1,0,1,1,1,0,0,-1,negative
0,1,0,1,1,1,0,-1,0,negative
0,1,0,1,1,1,-1,0,0,negative
0,1,0,1,1,-1,0,1,0,negative
0,1,0,-1,0,0,1,1,1,negative
0,1,0,-1,1,0,0,1,1,negative
0,1,0,-1,1,0,-1,1,-1,negative
0,1,0,-1,1,1,0,1,0,negative
0,1,0,-1,1,-1,0,1,-1,negative
0,1,0,-1,1,-1,-1,1,0,negative
0,1,1,0,0,1,-1,0,1,negative
0,1,1,0,1,0,1,0,-1,negative
0,1,1,0,1,0,1,-1,0,negative
0,1,1,0,1,0,-1,1,0,negative
0,1,1,0,1,-1,1,0,0,negative
0,1,1,-1,0,1,0,0,1,negative
0,1,1,-1,1,0,0,1,0,negative
0,1,1,-1,1,0,1,0,0,negative
0,1,-1,0,1,0,1,1,0,negative
0,1,-1,0,1,0,-1,1,-1,negative
0,1,-1,0,1,-1,-1,1,0,negative
0,1,-1,1,1,0,0,1,0,negative
0,1,-1,-1,1,0,0,1,-1,negative
0,1,-1,-1,1,0,-1,1,0,negative
0,1,-1,-1,1,-1,0,1,0,negative
0,-1,0,0,0,1,1,1,1,negative
0,-1,0,0,1,0,1,1,1,negative
0,-1,0,0,-1,-1,1,1,1,negative
0,-1,0,1,0,0,1,1,1,negative
0,-1,0,1,1,1,0,0,1,negative
0,-1,0,1,1,1,0,1,0,negative
0,-1,0,1,1,1,0,-1,-1,negative
0,-1,0,1,1,1,1,0,0,negative
0,-1,0,1,1,1,-1,0,-1,negative
0,-1,0,1,1,1,-1,-1,0,negative
0,-1,0,-1,0,-1,1,1,1,negative
0,-1,0,-1,-1,0,1,1,1,negative
0,-1,1,0,0,1,1,0,1,negative
0,-1,1,0,0,1,-1,-1,1,negative
0,-1,1,0,1,0,1,0,1,negative
0,-1,1,0,1,0,1,1,0,negative
0,-1,1,0,1,0,1,-1,-1,negative
0,-1,1,0,1,1,1,0,0,negative
0,-1,1,0,1,-1,1,0,-1,negative
0,-1,1,0,1,-1,1,-1,0,negative
0,-1,1,0,-1,1,-1,0,1,negative
0,-1,1,1,0,1,0,0,1,negative
0,-1,1,1,1,0,1,0,0,negative
0,-1,1,-1,0,1,0,-1,1,negative
0,-1,1,-1,0,1,-1,0,1,negative
0,-1,1,-1,1,0,1,0,-1,negative
0,-1,1,-1,1,0,1,-1,0,negative
0,-1,1,-1,1,-1,1,0,0,negative
0,-1,1,-1,-1,1,0,0,1,negative
0,-1,-1,0,0,-1,1,1,1,negative
0,-1,-1,0,-1,0,1,1,1,negative
0,-1,-1,1,1,1,0,0,-1,negative
0,-1,-1,1,1,1,0,-1,0,negative
0,-1,-1,1,1,1,-1,0,0,negative
0,-1,-1,-1,0,0,1,1,1,negative
1,0,0,0,0,-1,1,1,1,negative
1,0,0,0,1,0,1,-1,1,negative
1,0,0,0,1,0,-1,1,1,negative
1,0,0,0,1,1,0,-1,1,negative
1,0,0,0,1,1,-1,0,1,negative
1,0,0,0,1,-1,0,1,1,negative
1,0,0,0,1,-1,1,0,1,negative
1,0,0,0,1,-1,-1,-1,1,negative
1,0,0,0,-1,0,1,1,1,negative
1,0,0,1,0,0,1,1,-1,negative
1,0,0,1,0,0,1,-1,1,negative
1,0,0,1,0,1,1,-1,0,negative
1,0,0,1,0,-1,1,1,0,negative
1,0,0,1,0,-1,1,-1,-1,negative
1,0,0,1,1,0,0,-1,1,negative
1,0,0,1,1,0,1,0,-1,negative
1,0,0,1,1,0,-1,0,1,negative
1,0,0,1,1,1,0,0,-1,negative
1,0,0,1,1,1,0,-1,0,negative
1,0,0,1,1,1,-1,0,0,negative
1,0,0,1,1,-1,0,0,1,negative
1,0,0,1,1,-1,1,0,0,negative
1,0,0,1,-1,0,1,0,1,negative
1,0,0,1,-1,0,1,-1,-1,negative
1,0,0,1,-1,1,1,0,0,negative
1,0,0,1,-1,-1,1,0,-1,negative
1,0,0,1,-1,-1,1,-1,0,negative
1,0,0,-1,0,0,1,1,1,negative
1,0,0,-1,1,0,0,1,1,negative
1,0,0,-1,1,0,1,0,1,negative
1,0,0,-1,1,0,-1,-1,1,negative
1,0,0,-1,1,1,0,0,1,negative
1,0,0,-1,1,-1,0,-1,1,negative
1,0,0,-1,1,-1,-1,0,1,negative
1,0,1,0,0,1,0,-1,1,negative
1,0,1,0,1,0,0,-1,1,negative
1,0,1,0,1,0,1,0,-1,negative
1,0,1,0,1,0,1,-1,0,negative
1,0,1,0,1,0,-1,0,1,negative
1,0,1,0,1,-1,0,0,1,negative
1,0,1,0,1,-1,1,0,0,negative
1,0,1,0,-1,1,0,0,1,negative
1,0,1,1,0,0,1,-1,0,negative
1,0,1,1,-1,0,1,0,0,negative
1,0,1,-1,1,0,0,0,1,negative
1,0,1,-1,1,0,1,0,0,negative
1,0,-1,0,1,0,0,1,1,negative
1,0,-1,0,1,0,1,0,1,negative
1,0,-1,0,1,0,-1,-1,1,negative
1,0,-1,0,1,1,0,0,1,negative
1,0,-1,0,1,-1,0,-1,1,negative
1,0,-1,0,1,-1,-1,0,1,negative
1,0,-1,1,0,0,1,1,0,negative
1,0,-1,1,0,0,1,-1,-1,negative
1,0,-1,1,0,-1,1,-1,0,negative
1,0,-1,1,1,0,0,0,1,negative
1,0,-1,1,1,0,1,0,0,negative
1,0,-1,1,-1,0,1,0,-1,negative
1,0,-1,1,-1,0,1,-1,0,negative
1,0,-1,1,-1,-1,1,0,0,negative
1,0,-1,-1,1,0,0,-1,1,negative
1,0,-1,-1,1,0,-1,0,1,negative
1,0,-1,-1,1,-1,0,0,1,negative
1,1,0,0,1,0,0,1,-1,negative
1,1,0,0,1,0,0,-1,1,negative
1,1,0,0,1,0,-1,0,1,negative
1,1,0,0,1,-1,0,0,1,negative
1,1,0,0,1,-1,0,1,0,negative
1,1,0,1,0,0,1,0,-1,negative
1,1,0,1,0,-1,1,0,0,negative
1,1,0,-1,1,0,0,0,1,negative
1,1,1,0,0,1,0,0,-1,negative
1,1,1,0,0,1,0,-1,0,negative
1,1,1,0,0,1,-1,0,0,negative
1,1,1,0,0,-1,0,0,1,negative
1,1,1,0,0,-1,0,1,0,negative
1,1,1,0,0,-1,0,-1,-1,negative
1,1,1,0,0,-1,1,0,0,negative
1,1,1,0,0,-1,-1,0,-1,negative
1,1,1,0,0,-1,-1,-1,0,negative
1,1,1,0,1,0,0,0,-1,negative
1,1,1,0,1,0,0,-1,0,negative
1,1,1,0,1,0,-1,0,0,negative
1,1,1,0,-1,0,0,0,1,negative
1,1,1,0,-1,0,0,1,0,negative
1,1,1,0,-1,0,0,-1,-1,negative
1,1,1,0,-1,0,1,0,0,negative
1,1,1,0,-1,0,-1,0,-1,negative
1,1,1,0,-1,0,-1,-1,0,negative
1,1,1,0,-1,-1,0,0,-1,negative
1,1,1,0,-1,-1,0,-1,0,negative
1,1,1,0,-1,-1,-1,0,0,negative
1,1,1,1,0,0,0,0,-1,negative
1,1,1,1,0,0,0,-1,0,negative
1,1,1,1,0,0,-1,0,0,negative
1,1,1,-1,0,0,0,0,1,negative
1,1,1,-1,0,0,0,1,0,negative
1,1,1,-1,0,0,0,-1,-1,negative
1,1,1,-1,0,0,1,0,0,negative
1,1,1,-1,0,0,-1,0,-1,negative
1,1,1,-1,0,0,-1,-1,0,negative
1,1,1,-1,0,-1,0,0,-1,negative
1,1,1,-1,0,-1,0,-1,0,negative
1,1,1,-1,0,-1,-1,0,0,negative
1,1,1,-1,-1,0,0,0,-1,negative
1,1,1,-1,-1,0,0,-1,0,negative
1,1,1,-1,-1,0,-1,0,0,negative
1,1,-1,0,1,0,0,0,1,negative
1,1,-1,0,1,0,0,1,0,negative
1,1,-1,1,0,0,1,0,0,negative
1,-1,0,0,1,0,0,1,1,negative
1,-1,0,0,1,0,1,0,1,negative
1,-1,0,0,1,0,-1,-1,1,negative
1,-1,0,0,1,1,0,0,1,negative
1,-1,0,0,1,-1,0,-1,1,negative
1,-1,0,0,1,-1,-1,0,1,negative
1,-1,0,1,0,0,1,0,1,negative
1,-1,0,1,0,0,1,-1,-1,negative
1,-1,0,1,0,1,1,0,0,negative
1,-1,0,1,0,-1,1,0,-1,negative
1,-1,0,1,0,-1,1,-1,0,negative
1,-1,0,1,1,0,0,0,1,negative
1,-1,0,1,-1,0,1,0,-1,negative
1,-1,0,1,-1,-1,1,0,0,negative
1,-1,0,-1,1,0,0,-1,1,negative
1,-1,0,-1,1,0,-1,0,1,negative
1,-1,0,-1,1,-1,0,0,1,negative
1,-1,1,0,0,1,0,0,1,negative
1,-1,1,0,1,0,0,0,1,negative
1,-1,1,0,1,0,1,0,0,negative
1,-1,1,1,0,0,1,0,0,negative
1,-1,-1,0,1,0,0,-1,1,negative
1,-1,-1,0,1,0,-1,0,1,negative
1,-1,-1,0,1,-1,0,0,1,negative
1,-1,-1,1,0,0,1,0,-1,negative
1,-1,-1,1,0,0,1,-1,0,negative
1,-1,-1,1,0,-1,1,0,0,negative
1,-1,-1,1,-1,0,1,0,0,negative
1,-1,-1,-1,1,0,0,0,1,negative
-1,0,0,0,0,1,1,1,1,negative
-1,0,0,0,1,0,1,1,1,negative
-1,0,0,0,-1,-1,1,1,1,negative
-1,0,0,1,0,0,1,1,1,negative
-1,0,0,1,1,1,0,0,1,negative
-1,0,0,1,1,1,0,1,0,negative
-1,0,0,1,1,1,0,-1,-1,negative
-1,0,0,1,1,1,1,0,0,negative
-1,0,0,1,1,1,-1,0,-1,negative
-1,0,0,1,1,1,-1,-1,0,negative
-1,0,0,-1,0,-1,1,1,1,negative
-1,0,0,-1,-1,0,1,1,1,negative
-1,0,1,0,0,1,0,1,1,negative
-1,0,1,0,0,1,-1,-1,1,negative
-1,0,1,0,1,0,1,0,1,negative
-1,0,1,0,1,0,1,1,0,negative
-1,0,1,0,1,0,1,-1,-1,negative
-1,0,1,0,1,1,0,0,1,negative
-1,0,1,0,1,1,1,0,0,negative
-1,0,1,0,1,-1,1,0,-1,negative
-1,0,1,0,1,-1,1,-1,0,negative
-1,0,1,0,-1,1,0,-1,1,negative
-1,0,1,0,-1,1,-1,0,1,negative
-1,0,1,1,1,0,1,0,0,negative
-1,0,1,-1,0,1,0,-1,1,negative
-1,0,1,-1,1,0,1,0,-1,negative
-1,0,1,-1,1,0,1,-1,0,negative
-1,0,1,-1,1,-1,1,0,0,negative
-1,0,1,-1,-1,1,0,0,1,negative
-1,0,-1,0,0,-1,1,1,1,negative
-1,0,-1,0,-1,0,1,1,1,negative
-1,0,-1,1,1,1,0,0,-1,negative
-1,0,-1,1,1,1,0,-1,0,negative
-1,0,-1,1,1,1,-1,0,0,negative
-1,0,-1,-1,0,0,1,1,1,negative
-1,1,0,0,1,0,0,1,1,negative
-1,1,0,0,1,0,-1,1,-1,negative
-1,1,0,0,1,1,0,1,0,negative
-1,1,0,0,1,-1,0,1,-1,negative
-1,1,0,0,1,-1,-1,1,0,negative
-1,1,0,-1,1,0,0,1,-1,negative
-1,1,0,-1,1,-1,0,1,0,negative
-1,1,1,0,0,1,0,0,1,negative
-1,1,1,0,1,0,0,1,0,negative
-1,1,1,0,1,0,1,0,0,negative
-1,1,-1,0,1,0,0,1,-1,negative
-1,1,-1,0,1,0,-1,1,0,negative
-1,1,-1,0,1,-1,0,1,0,negative
-1,1,-1,-1,1,0,0,1,0,negative
-1,-1,0,0,0,-1,1,1,1,negative
-1,-1,0,0,-1,0,1,1,1,negative
-1,-1,0,1,1,1,0,0,-1,negative
-1,-1,0,1,1,1,0,-1,0,negative
-1,-1,0,1,1,1,-1,0,0,negative
-1,-1,0,-1,0,0,1,1,1,negative
-1,-1,1,0,0,1,0,-1,1,negative
-1,-1,1,0,0,1,-1,0,1,negative
-1,-1,1,0,1,0,1,0,-1,negative
-1,-1,1,0,1,0,1,-1,0,negative
-1,-1,1,0,1,-1,1,0,0,negative
-1,-1,1,0,-1,1,0,0,1,negative
-1,-1,1,-1,0,1,0,0,1,negative
-1,-1,1,-1,1,0,1,0,0,negative
0,0,1,1,0,0,0,1,1,negative
0,0,1,1,1,0,0,0,1,negative
0,0,1,1,1,0,0,1,0,negative
0,1,0,0,0,1,1,0,1,negative
0,1,0,0,1,0,1,0,1,negative
0,1,0,0,1,1,1,0,0,negative
0,1,0,1,0,0,1,0,1,negative
0,1,0,1,1,0,0,0,1,negative
0,1,1,1,0,0,0,0,1,negative
1,0,0,0,0,1,1,1,0,negative
1,0,0,0,1,1,0,1,0,negative
1,0,0,0,1,1,1,0,0,negative
1,0,1,0,0,1,0,1,0,negative
1,0,1,0,1,0,0,1,0,negative
1,0,1,1,0,0,0,1,0,negative
1,1,0,0,0,1,1,0,0,negative
